2024-12-13 22:03:18,174 [INFO] in AsyncAppender-Worker-ASYNCSTDOUT - [[34mINFO [0;39m] c.j.i.s.JProInitializer$ -  *** Starting JPro: https://www.jpro.one/ *** - AsyncAppender-Worker-ASYNCSTDOUT
2024-12-13 22:03:18,175 [INFO] in AsyncAppender-Worker-ASYNCSTDOUT - [[34mINFO [0;39m] c.j.i.s.JProInitializer$ - OS: Windows 10 - AsyncAppender-Worker-ASYNCSTDOUT
2024-12-13 22:03:18,183 [INFO] in AsyncAppender-Worker-ASYNCSTDOUT - [[34mINFO [0;39m] c.j.i.s.JProInitializer$ - JPro: 2024.4.1 - AsyncAppender-Worker-ASYNCSTDOUT
2024-12-13 22:03:18,184 [INFO] in AsyncAppender-Worker-ASYNCSTDOUT - [[34mINFO [0;39m] c.j.i.s.JProInitializer$ - Java version: 23 - AsyncAppender-Worker-ASYNCSTDOUT
2024-12-13 22:03:18,184 [INFO] in AsyncAppender-Worker-ASYNCSTDOUT - [[34mINFO [0;39m] c.j.i.s.JProInitializer$ - JVM: 23 GraalVM Community - AsyncAppender-Worker-ASYNCSTDOUT
2024-12-13 22:03:18,188 [INFO] in AsyncAppender-Worker-ASYNCSTDOUT - [[34mINFO [0;39m] c.j.i.s.JProInitializer$ - JavaFX jar: file:/C:/Users/Losma/.m2/repository/org/openjfx/javafx-graphics/23.0.1-jpro/javafx-graphics-23.0.1-jpro-win.jar - AsyncAppender-Worker-ASYNCSTDOUT
2024-12-13 22:03:18,193 [INFO] in AsyncAppender-Worker-ASYNCSTDOUT - [[34mINFO [0;39m] c.j.i.s.JProInitializer$ - Configuring logging from url: 'jar:file:/C:/Users/Losma/.m2/repository/one/jpro/jpro-server_2.12/2024.4.1/jpro-server_2.12-2024.4.1.jar!/logback-jpro-default.xml' - AsyncAppender-Worker-ASYNCSTDOUT
2024-12-13 22:03:19,201 [INFO] in AsyncAppender-Worker-ASYNCSTDOUT - [[34mINFO [0;39m] c.j.i.s.JProInitializer$ - JavaFX version: 23.0.1-jpro+0 - AsyncAppender-Worker-ASYNCSTDOUT
2024-12-13 22:03:19,259 [INFO] in JavaFX Application Thread - G1 Young Generation - JavaFX Application Thread
2024-12-13 22:03:19,259 [INFO] in JavaFX Application Thread - G1 Concurrent GC - JavaFX Application Thread
2024-12-13 22:03:19,259 [INFO] in JavaFX Application Thread - G1 Old Generation - JavaFX Application Thread
